Throughput,errors,elapsed,Latency,VmPeak,VmRSS,VmSize,VmHWM,VmPTE,Threads,MemFree,Buffers,Cached,Active,Inactive,Dirty,Writeback,AnonPages,Mapped,Slab,PageTables,Committed_AS,NumOfAllocFH,proc_fd
"9,77995",0.0,10.75,2.0,208652,21884,208652,,148,1,1650376,101068,734128,246340,1821284,28,0,1217548,372016,186688,23392,5984132,7552,7552
"4,92611",0.0,15.0,1.0,208652,21884,208652,,148,1,1648424,101076,734136,246348,1823192,32,0,1219568,372352,186300,23320,5987444,7552,7552
"1000,00000",0.0,1.0,1.0,208652,21884,208652,,148,1,1637456,101084,734136,246360,1824748,32,0,1220896,372196,186508,23340,5977756,7584,7584
"6,53595",0.0,1.0,1.0,208652,21884,208652,,148,1,1647588,101092,734140,246364,1825052,24,0,1220084,372196,186544,23340,5995376,7584,7584
"4,30571",0.0,8.5,1.0,208652,21884,208652,,148,1,1637300,101092,734140,246364,1828544,4,0,1225384,372196,186308,23532,5989276,7552,7552
"4,20168",0.0,8.666666666666666,1.0,208652,21884,208652,,148,1,1640232,101092,734140,246364,1835096,4,0,1231972,372268,186956,23332,5989276,7584,7584
"19,60784",0.0,3.0,1.0,208652,21884,208652,,148,1,1639844,101100,734144,246372,1817864,36,0,1213832,371428,186344,23416,5977612,7552,7552
"3,23625",0.0,13.5,1.0,208652,21884,208652,,148,1,1641580,101100,734144,246372,1825268,36,0,1220924,371596,186524,23308,5985392,7552,7552
"285,71429",0.0,6.5,1.0,208652,21884,208652,,148,1,1659820,101108,734148,246380,1816840,36,0,1212876,372352,186352,23560,5979316,7616,7584
"4,87805",0.0,3.0,1.0,208652,21884,208652,,148,1,1636464,101116,734148,246388,1830404,36,0,1224840,372340,186304,23280,5977764,7552,7552
"18,69159",0.0,12.25,1.5,208652,21884,208652,,148,1,1649224,101124,734152,246396,1816768,36,0,1212552,372184,186224,23308,5978860,7552,7584
"6,41026",0.0,4.5,1.0,208652,21884,208652,,148,1,1643920,101124,734152,246480,1823628,4,0,1220076,372268,187012,23312,5987992,7552,7552
"9,17431",0.0,16.5,0.75,208652,21884,208652,,148,1,1654940,101132,734156,246404,1815648,28,0,1212176,372268,186876,23416,6001256,7584,7584
"5,05051",0.0,2.5,1.0,208652,21884,208652,,148,1,1655888,101140,734156,246404,1815176,28,60,1210780,372256,186316,23556,6004352,7584,7584
"250,00000",0.0,4.0,1.0,208652,21884,208652,,148,1,1654260,101148,734160,246444,1801528,24,0,1197992,372268,186748,23280,5997464,7552,7552
"4,43459",0.0,6.25,0.75,208652,21884,208652,,148,1,1658464,101148,734164,246432,1808208,32,0,1205284,371192,186824,23516,5997744,7584,7584
"4,08719",0.0,16.333333333333332,1.0,208652,21884,208652,,148,1,1675364,101156,734168,246428,1800628,32,0,1196744,371344,186328,23416,5996040,7552,7552
"17,39130",0.0,12.5,1.0,208652,21884,208652,,148,1,1644524,101164,734168,246436,1820088,8,0,1216524,371092,186520,23420,5998680,7552,7552
"3,19489",0.0,23.0,1.5,208652,21884,208652,,148,1,1651488,101172,734172,246444,1810260,32,0,1205344,372268,186696,23424,5997092,7584,7584
"66,66667",0.0,14.5,0.5,208652,21884,208652,,148,1,1661624,101172,734172,246444,1820272,32,0,1216396,372268,186400,23532,6007256,7584,7584
"4,60829",0.0,27.0,1.0,208652,21884,208652,,148,1,1650776,101180,734176,246452,1812112,40,0,1208044,372268,186900,23444,6016944,7584,7584
"17,39130",0.0,7.25,1.0,208652,21884,208652,,148,1,1651600,101188,734176,246460,1824364,40,0,1220376,371428,186428,23536,6012016,7584,7584
"6,71141",0.0,2.5,1.0,208652,21884,208652,,148,1,1660136,101196,734180,246468,1819988,40,0,1215660,372100,187096,23448,6002192,7584,7584
"9,47867",0.0,15.0,1.0,208652,21884,208652,,148,1,1641816,101204,734180,246476,1830204,4,0,1226452,372352,186596,23552,6019276,7552,7552
"4,69484",0.0,19.0,1.0,208652,21884,208652,,148,1,1648888,101212,734180,246484,1824076,28,0,1220116,371512,187196,23372,6017248,7552,7552
"1000,00000",0.0,1.0,1.0,208652,21884,208652,,148,1,1664984,101220,734184,246492,1818984,24,0,1216144,372184,186616,23552,6010664,7552,7552
"6,19195",0.0,14.0,1.0,208652,21884,208652,,148,1,1638908,101228,734184,246500,1830204,28,0,1225608,372352,186820,23560,6023252,7584,7584
"4,40044",0.0,8.0,1.0,208652,21884,208652,,148,1,1648224,101236,734188,246508,1814816,28,0,1210852,372268,186748,23564,6005584,7552,7552
"4,26136",0.0,8.333333333333334,0.6666666666666666,208652,21884,208652,,148,1,1655496,101244,734192,246516,1806108,32,0,1202300,372268,186544,23544,6018472,7552,7552
"14,49275",0.0,29.0,4.5,208652,21884,208652,,148,1,1659372,101252,734196,246524,1815856,32,0,1211084,372268,186924,23560,6023700,7584,7584
"3,32226",0.0,2.0,0.5,208652,21884,208652,,148,1,1652632,101260,734196,246532,1813692,24,0,1209000,372100,186832,23476,6020852,7552,7552
"400,00000",0.0,1.0,1.0,208652,21884,208652,,148,1,1652796,101268,734200,246540,1808948,36,0,1204720,372184,186040,23304,6009560,7552,7552
"4,58716",0.0,29.5,1.0,208652,21884,208652,,148,1,1638544,101276,734200,246548,1820860,36,0,1217004,371764,186608,23552,6023424,7584,7584
"19,70443",0.0,6.75,1.0,208652,21884,208652,,148,1,1663492,101284,734204,246556,1812824,36,0,1208884,372268,186220,23480,6025916,7552,7552
"6,68896",0.0,2.5,1.0,208652,21884,208652,,148,1,1638716,101292,734204,246564,1825068,28,0,1220456,372268,186888,23480,6028928,7552,7552
"8,60215",0.0,30.0,1.25,208652,21884,208652,,148,1,1654460,101300,734208,246572,1813704,28,0,1209340,372100,186360,23572,6031028,7584,7584
"5,00000",0.0,17.0,1.0,208652,21884,208652,,148,1,1663572,101308,734208,246580,1812708,28,0,1207932,372268,186148,23656,6032120,7584,7584
"250,00000",0.0,4.0,1.0,208652,21884,208652,,148,1,1636264,101316,734212,246588,1825860,28,0,1221824,372268,186388,23832,6033252,7584,7584
"6,60066",0.0,15.0,1.0,208652,21884,208652,,148,1,1679348,101324,734212,246596,1794500,28,0,1190888,372268,186404,23492,6030820,7584,7584
"4,43951",0.0,8.0,0.75,208652,21884,208652,,148,1,1693584,101332,734216,246604,1790824,28,0,1186712,372016,186300,23576,6032476,7584,7552
"4,21941",0.0,27.666666666666668,1.0,208652,21884,208652,,148,1,1672472,101340,734152,246604,1803048,60,0,1199068,371496,186736,23456,6033892,7584,7584
"19,80198",0.0,2.0,0.5,208652,21884,208652,,148,1,1665696,101348,734260,246620,1802332,32,0,1198452,372252,186256,23624,6030572,7552,7552
"3,35008",0.0,4.0,0.5,208652,21884,208652,,148,1,1684676,101356,734224,246628,1800360,36,0,1197084,372268,186632,23572,6032504,7584,7584
"68,96552",0.0,18.5,1.0,208652,21884,208652,,148,1,1681056,101364,734176,246628,1800912,36,32,1197276,372328,186552,23960,6033704,7616,7584
"17,69912",0.0,30.75,1.25,208652,21884,208652,,148,1,1679508,101372,734228,246644,1800760,4,0,1197140,372184,186376,23580,6031412,7552,7552
"6,71141",0.0,12.5,0.5,208652,21884,208652,,148,1,1671688,101380,734228,246652,1799200,28,0,1194820,372184,186468,23408,6022460,7552,7552
"9,34579",0.0,9.25,1.25,208652,21884,208652,,148,1,1653300,101388,734232,246660,1810692,24,0,1207648,372268,186608,23580,6043436,7552,7552
"4,90196",0.0,4.0,1.0,208652,21884,208652,,148,1,1683184,101396,734232,246668,1801368,32,0,1195908,372352,186292,23408,6023204,7584,7584
"40,00000",0.0,25.0,1.0,208652,21884,208652,,148,1,1666268,101404,734236,246676,1798284,36,0,1193808,372184,186672,23576,6031416,7552,7552
"5,79710",0.0,17.0,1.0,208652,21884,208652,,148,1,1658008,101412,734236,246684,1812736,36,0,1208516,372268,186908,23920,6033672,7616,7584
"4,30108",0.0,13.25,0.75,208652,21884,208652,,148,1,1663392,101420,734240,246692,1810660,32,0,1206612,372184,185992,23496,6032536,7584,7584
"4,20757",0.0,22.33333333333333,1.3333333333333333,208652,21884,208652,,148,1,1659376,101428,734240,246700,1815468,32,0,1212168,372352,186348,23352,6042704,7584,7584
"14,81481",0.0,17.0,1.0,208652,21884,208652,,148,1,1652004,101436,734244,246708,1821760,28,0,1217452,372268,186368,23440,6044224,7552,7552
"3,32779",0.0,1.0,1.0,208652,21884,208652,,148,1,1636976,101444,734248,246716,1835432,32,0,1231364,371428,186184,23716,6056036,7584,7584
"71,42857",0.0,18.0,1.0,208652,21884,208652,,148,1,1648284,101452,734252,246724,1823924,32,0,1219684,372268,186480,23612,6047172,7584,7584
"4,92611",0.0,2.5,1.0,208652,21884,208652,,148,1,1653480,101460,734252,246732,1831852,32,0,1227616,371092,186432,23616,6041192,7584,7584
"19,70443",0.0,30.5,1.5,208652,21884,208652,,148,1,1649556,101468,734256,246740,1825256,32,0,1221444,372268,186468,23608,6039164,7584,7584
"6,43087",0.0,14.5,1.0,208652,21884,208652,,148,1,1662916,101476,734256,246748,1813520,28,0,1208772,371428,187068,23668,6027292,7584,7552
"9,85222",0.0,2.5,1.0,208652,21884,208652,,148,1,1636828,101484,734260,246756,1825768,36,0,1221268,372268,186380,23836,6036620,7584,7584
"5,08906",0.0,12.5,0.5,208652,21884,208652,,148,1,1657048,101492,734260,246764,1819972,36,0,1215692,372352,186212,23504,6025024,7584,7584
"1000,00000",0.0,1.0,1.0,208652,21884,208652,,148,1,1644640,101500,734264,246772,1819476,28,0,1215148,372184,186712,23588,6034360,7552,7552
"5,88235",0.0,14.0,1.0,208652,21884,208652,,148,1,1665612,101508,734264,246780,1804548,28,0,1199872,372268,186792,23408,6035296,7584,7584
"4,36205",0.0,19.75,1.0,208652,21884,208652,,148,1,1659208,101516,734264,246784,1803544,28,0,1198752,372200,186276,23456,6031872,7584,7584
"4,26136",0.0,1.0,1.0,208652,21884,208652,,148,1,1668092,101524,734268,246796,1800948,28,0,1196632,372184,186308,23492,6032276,7552,7552
"18,34862",0.0,3.0,1.0,208652,21884,208652,,148,1,1652916,101532,734268,246804,1809116,28,0,1204940,371680,187064,23492,6034072,7552,7552
"3,32779",0.0,17.5,1.0,208652,21884,208652,,148,1,1668960,101540,734272,246812,1801072,4,0,1196220,372268,187100,23492,6031624,7584,7584
"500,00000",0.0,2.5,1.0,208652,21884,208652,,148,1,1655936,101548,734276,246820,1815520,32,0,1210532,372256,186284,23664,6033932,7552,7552
"5,01253",0.0,1.0,1.0,208652,21884,208652,,148,1,1667716,101556,734280,246828,1807716,32,0,1203804,372352,186408,23412,6030220,7584,7584
"17,93722",0.0,33.25,1.25,208652,21884,208652,,148,1,1655164,101564,734204,246840,1811048,36,80,1207032,372260,186892,23436,6024860,7584,7552
"6,68896",0.0,2.5,1.0,208652,21884,208652,,148,1,1663888,101572,734284,246844,1817676,36,0,1214248,372268,187020,23436,6042668,7584,7584
"10,02506",0.0,7.75,1.0,208652,21884,208652,,148,1,1649104,101580,734360,246844,1817392,36,0,1212616,371680,186556,23520,6040604,7584,7584
"4,95050",0.0,5.0,1.0,208652,21884,208652,,148,1,1665296,101588,734288,246860,1806880,4,0,1202948,372268,186940,23492,6025104,7584,7584
"40,00000",0.0,25.0,1.0,208652,21884,208652,,148,1,1661192,101596,734288,246872,1814764,28,0,1210440,371764,186620,23432,6024928,7552,7552
"4,43951",0.0,7.5,0.75,208652,21884,208652,,148,1,1652068,101604,734292,246876,1813496,24,0,1209304,372268,186684,23408,6035320,7552,7552
"4,20757",0.0,9.333333333333334,1.0,208652,21884,208652,,148,1,1650056,101612,734292,246884,1812496,28,0,1207964,372268,186444,23408,6033104,7552,7552
"18,34862",0.0,19.0,1.0,208652,21884,208652,,148,1,1652812,101620,734296,246892,1813844,28,0,1209776,372268,187004,23576,6033464,7584,7584
"3,20513",0.0,12.0,1.0,208652,21884,208652,,148,1,1656548,101628,734296,246900,1808076,28,0,1204304,372184,186344,23572,6033612,7584,7584
"74,07407",0.0,20.0,1.5,208652,21884,208652,,148,1,1658952,101636,734300,246908,1805816,32,0,1201048,371344,186972,23420,6038004,7584,7584
"4,68384",0.0,15.0,1.0,208652,21884,208652,,148,1,1664456,101644,734300,246916,1809248,28,0,1205380,372184,186668,23508,6029856,7584,7584
"18,77934",0.0,31.75,1.75,208652,21884,208652,,148,1,1657296,101652,734304,246924,1812256,32,0,1210796,372268,186408,23596,6038472,7584,7584
"6,51466",0.0,14.0,1.0,208652,21884,208652,,148,1,1658032,101660,734308,246932,1810856,76,0,1208556,372016,186488,23428,6040060,7584,7584
"8,86918",0.0,20.75,1.0,208652,21884,208652,,148,1,1657548,101668,734308,246940,1812028,76,0,1210312,372016,186588,23428,6054356,7584,7584
"4,71698",0.0,12.0,1.0,208652,21884,208652,,148,1,1659340,101676,734312,246948,1810920,40,0,1209632,372268,186364,23624,6055124,7584,7584
"166,66667",0.0,6.0,1.0,208652,21884,208652,,148,1,1659552,101684,734312,246956,1814604,40,0,1212300,372268,186676,23460,6053692,7584,7584
"6,49351",0.0,14.5,1.0,208652,21884,208652,,148,1,1650564,101692,734316,246964,1818324,44,0,1216940,372268,186588,23540,6044360,7552,7552
"4,40529",0.0,2.5,1.0,208652,21884,208652,,148,1,1670272,101700,734316,246972,1802784,44,0,1200984,371596,186592,23544,6042176,7552,7552
"4,10959",0.0,9.666666666666666,1.0,208652,21884,208652,,148,1,1658820,101708,734320,246980,1811048,44,0,1208484,371092,186560,23712,6063296,7584,7584
"14,49275",0.0,18.5,1.0,208652,21884,208652,,148,1,1662744,101716,734320,246988,1815248,44,0,1212848,371512,186516,23720,6057272,7584,7584
"3,20513",0.0,24.0,1.0,208652,21884,208652,,148,1,1642896,101724,734324,246996,1818284,44,0,1217148,372268,186468,23632,6047676,7584,7584
"64,51613",0.0,22.5,1.5,208652,21884,208652,,148,1,1658768,101732,734324,247004,1806460,48,0,1205064,372320,186744,23816,6055192,7616,7616
"5,01253",0.0,1.0,1.0,208652,21884,208652,,148,1,1654712,101740,734328,247012,1809868,44,0,1206804,372184,186468,23524,6038916,7584,7584
"20,30457",0.0,15.25,1.25,208652,21884,208652,,148,1,1665516,101748,734328,247020,1806836,44,0,1205152,372184,186428,23520,6047368,7584,7584
"6,07903",0.0,20.0,0.5,208652,21884,208652,,148,1,1647452,101756,734336,247028,1820336,48,0,1217172,372184,186692,23608,6049312,7584,7584
"9,50119",0.0,6.25,0.75,208652,21884,208652,,148,1,1647700,101764,734336,247036,1814376,48,0,1212472,372184,186676,23528,6047948,7584,7584
"4,92611",0.0,3.0,1.0,208652,21884,208652,,148,1,1650876,101772,734340,247044,1810064,44,0,1208268,372268,186476,23360,6048680,7552,7552
"40,00000",0.0,25.0,1.0,208652,21884,208652,,148,1,1661656,101780,734340,247052,1805844,44,0,1203516,372100,186776,23448,6049580,7552,7552
"6,04230",0.0,13.0,1.0,208652,21884,208652,,148,1,1657160,101788,734332,247052,1808756,44,0,1206176,372268,186844,23868,6049964,7584,7584
"4,41014",0.0,21.0,1.0,208652,21884,208652,,148,1,1647740,101796,734344,247068,1826360,44,0,1223988,372268,187320,23624,6044648,7584,7584
"4,22535",0.0,9.0,2.0,208652,21884,208652,,148,1,1637456,101804,734368,247064,1822588,44,0,1221300,371172,186832,23736,6053468,7584,7584
"19,41748",0.0,2.5,1.0,208652,21884,208652,,148,1,1668948,101812,734348,247084,1799436,100,0,1198304,372312,187084,23796,6055464,7584,7584
"68,96552",0.0,16.5,2.5,208652,21884,208652,,148,1,1662256,101820,734348,247096,1813996,44,0,1211756,372304,186444,23496,6048004,7552,7552
"5,11509",0.0,1.0,1.0,208652,21884,208652,,148,1,1641464,101828,734352,247100,1819316,44,0,1216568,372268,186924,23632,6062544,7584,7584
"19,70443",0.0,3.0,1.0,208652,21884,208652,,148,1,1660176,101836,734352,247108,1806176,44,0,1204088,372268,187008,23468,6066244,7552,7552
"6,82594",0.0,2.5,1.0,208652,21884,208652,,148,1,1651396,101844,734356,247116,1831068,44,0,1228752,372100,186680,23580,6070696,7584,7584
"9,19540",0.0,24.5,1.0,208652,21884,208652,,148,1,1639100,101852,734356,247124,1827740,40,0,1225648,371596,186088,23572,6059996,7552,7552
"4,79616",0.0,12.5,1.0,208652,21884,208652,,148,1,1649324,101860,734364,247132,1822524,48,0,1220504,372268,186816,23568,6060320,7584,7584
"41,66667",0.0,24.0,0.0,208652,21884,208652,,148,1,1651744,101868,734364,247140,1807180,48,0,1203752,371176,186388,23636,6060100,7552,7552
"6,53595",0.0,13.0,1.0,208652,21884,208652,,148,1,1663276,101876,734368,247148,1804680,48,0,1201816,371596,186352,23472,6060112,7552,7552
"4,33369",0.0,13.0,1.0,208652,21884,208652,,148,1,1668612,101884,734368,247156,1806736,48,0,1204484,372352,186384,23468,6059816,7584,7584
"4,19580",0.0,2.6666666666666665,0.6666666666666666,208652,21884,208652,,148,1,1656432,101892,734372,247164,1811288,48,0,1208908,372268,186268,23468,6059840,7584,7584
"17,39130",0.0,17.5,1.0,208652,21884,208652,,148,1,1662696,101900,734372,247172,1806744,44,0,1204456,372268,186948,23472,6048736,7584,7584
"3,32779",0.0,0.5,0.5,208652,21884,208652,,148,1,1654260,101908,734376,247180,1827204,8,0,1223288,371764,186552,23668,6073020,7584,7552
"400,00000",0.0,3.0,1.5,208652,21884,208652,,148,1,1648048,101916,734376,247188,1823468,32,0,1221096,371428,186848,23512,6066752,7552,7552
"4,96278",0.0,12.5,1.0,208652,21884,208652,,148,1,1648348,101924,734380,247196,1828244,28,0,1226220,371660,186568,23520,6069716,7584,7584
"19,13876",0.0,18.75,0.75,208652,21884,208652,,148,1,1638004,101932,734380,247204,1825384,28,0,1223032,372212,186772,23696,6082784,7584,7584
"6,84932",0.0,2.5,1.0,208652,21884,208652,,148,1,1662648,101940,734384,247212,1812640,28,0,1211776,372268,186568,23844,6071028,7584,7584
"9,82801",0.0,2.5,0.75,208652,21884,208652,,148,1,1659712,101948,734384,247220,1816532,28,0,1213988,372268,186396,23552,6064492,7552,7552
"4,93827",0.0,1.0,1.0,208652,21884,208652,,148,1,1635456,101956,734388,247228,1832520,28,0,1230484,371092,186464,23492,6079188,7584,7552
"1000,00000",0.0,1.0,1.0,208652,21884,208652,,148,1,1627220,101964,734392,247236,1830164,32,0,1228876,372352,186688,23588,6081284,7552,7552
"6,47249",0.0,13.0,1.0,208652,21884,208652,,148,1,1666616,101972,734392,247244,1809100,32,0,1206592,372184,186888,23420,6082100,7584,7584
"4,36681",0.0,6.75,1.0,208652,21884,208652,,148,1,1661880,101980,734396,247252,1811852,24,0,1209836,371168,186696,23460,6080908,7584,7584
"4,21941",0.0,4.0,1.0,208652,21884,208652,,148,1,1657260,101988,734396,247260,1816944,36,0,1214720,372256,186272,23576,6088788,7584,7584
"18,51852",0.0,1.0,1.0,208652,21884,208652,,148,1,1651408,101996,734400,247268,1812156,36,0,1210096,371344,186348,23724,6089860,7584,7584
"3,31126",0.0,15.0,1.0,208652,21884,208652,,148,1,1657636,102004,734400,247276,1814980,36,0,1212624,371428,186620,23636,6092068,7584,7584
"83,33333",0.0,13.0,2.0,208652,21884,208652,,148,1,1669856,102012,734404,247284,1805564,36,0,1202876,372268,186380,23768,6078776,7584,7584
"4,90196",0.0,3.5,1.0,208652,21884,208652,,148,1,1652500,102020,734480,247332,1808928,16,20,1206964,372196,186336,23636,6071412,7552,7552
"18,69159",0.0,8.0,1.0,208652,21884,208652,,148,1,1669432,102028,734408,247300,1806540,36,0,1203560,372352,186912,23688,6079424,7584,7584
"6,17284",0.0,14.5,1.0,208652,21884,208652,,148,1,1672564,102036,734424,247308,1803244,28,0,1200596,372196,186904,23636,6078612,7584,7584
"9,56938",0.0,11.5,0.5,208652,21884,208652,,148,1,1652392,102044,734460,247296,1807392,0,28,1205112,371616,186300,23476,6068152,7552,7552
"1000,00000",0.0,1.0,1.0,208652,21884,208652,,148,1,1660800,102052,734412,247328,1812428,28,0,1209896,372228,186324,23584,6062144,7584,7584
"6,38978",0.0,11.0,1.0,208652,21884,208652,,148,1,1651724,102060,734416,247344,1806192,28,0,1203816,372220,186088,23400,6059960,7584,7584
"4,45434",0.0,3.5,1.0,208652,21884,208652,,148,1,1654844,102068,734420,247340,1807472,32,0,1204928,372184,186260,23556,6061896,7552,7552
"4,07056",0.0,24.33333333333333,1.0,208652,21884,208652,,148,1,1645168,102076,734424,247348,1811728,32,0,1209444,372268,186232,23384,6061612,7584,7552
"18,69159",0.0,14.0,0.5,208652,21884,208652,,148,1,1654136,102084,734424,247356,1816212,32,0,1213548,372268,186504,23596,6076328,7584,7584
"3,28407",0.0,13.5,1.0,208652,21884,208652,,148,1,1657336,102092,734428,247364,1812752,32,0,1209660,372268,186480,23596,6085748,7584,7584
"222,22222",0.0,0.5,0.5,208652,21884,208652,,148,1,1650692,102100,734428,247372,1813084,36,0,1211020,372268,186212,23852,6076764,7584,7584
"4,66200",0.0,31.5,1.0,208652,21884,208652,,148,1,1645208,102108,734432,247380,1814652,32,0,1212560,371596,186208,23680,6069604,7552,7552
"18,69159",0.0,3.25,0.5,208652,21884,208652,,148,1,1654900,102116,734432,247388,1820032,4,0,1218028,372184,186336,23676,6079312,7584,7584
"6,47249",0.0,6.0,1.0,208652,21884,208652,,148,1,1655532,102124,734432,247396,1808832,28,0,1206108,372268,186292,23708,6087124,7584,7584
"9,82801",0.0,1.75,1.0,208652,21884,208652,,148,1,1660596,102144,734484,247416,1823332,28,0,1219036,372288,186548,23664,6102440,7584,7552
"5,01253",0.0,4.0,1.0,208652,21884,208652,,148,1,1648364,102152,734484,247424,1826276,48,0,1221884,371448,186256,23536,6083912,7584,7584
"41,66667",0.0,24.0,1.0,208652,21884,208652,,148,1,1641928,102160,734488,247432,1822372,48,0,1218104,372204,186400,23508,6084328,7584,7584
"6,66667",0.0,2.5,1.0,208652,21884,208652,,148,1,1654016,102168,734488,247444,1819408,132,0,1216280,372288,186184,23564,6077208,7552,7552
"4,34311",0.0,7.75,1.0,208652,21884,208652,,148,1,1651276,102176,734496,247452,1811612,200,0,1207388,371200,186664,23492,6067160,7584,7584
"4,27960",0.0,1.0,1.0,208652,21884,208652,,148,1,1646888,102212,739972,252444,1812640,332,0,1207908,372256,187340,23676,6084300,7584,7584
"13,15789",0.0,20.0,1.0,208652,21884,208652,,148,1,1640744,102224,740008,252492,1812068,388,0,1208692,372292,187128,23704,6081296,7584,7584
"3,30033",0.0,3.0,1.0,208652,21884,208652,,148,1,1655520,102232,740008,252500,1809356,380,0,1206184,372292,187732,23628,6075272,7552,7552
"285,71429",0.0,2.0,1.0,208652,21884,208652,,148,1,1661028,102240,740012,252508,1805716,116,0,1202340,372208,187236,23624,6072096,7584,7584
"4,93827",0.0,2.5,1.0,208652,21884,208652,,148,1,1641036,102248,740012,252516,1808184,36,0,1205004,372292,187188,23796,6085128,7584,7584
"17,54386",0.0,11.0,1.5,208652,21884,208652,,148,1,1637488,102256,740016,252524,1826340,36,0,1224340,371284,187624,23736,6088800,7584,7584
"6,60066",0.0,4.0,1.0,208652,21884,208652,,148,1,1643972,102264,740016,252532,1809072,36,0,1206224,372292,187864,23720,6093256,7552,7552
"9,23788",0.0,23.5,1.25,208652,21884,208652,,148,1,1639092,102272,740020,252540,1822200,32,0,1219684,372304,187020,23524,6090688,7584,7584
"4,69484",0.0,14.0,1.0,208652,21884,208652,,148,1,1654872,102280,740020,252548,1812336,36,0,1209488,371200,187144,23528,6084916,7552,7552
"250,00000",0.0,4.0,1.0,208652,21884,208652,,148,1,1634216,102288,740024,252556,1816948,28,0,1214392,372292,187324,23616,6079068,7552,7552
"6,71141",0.0,2.5,0.5,208652,21884,208652,,148,1,1638680,102296,740024,252564,1821480,28,0,1218044,371524,187148,23536,6071548,7552,7552
"4,31034",0.0,8.75,1.0,208652,21884,208652,,148,1,1630820,102304,740020,252564,1826160,28,80,1222988,372028,187160,23540,6086340,7552,7552
"4,24929",0.0,2.0,0.6666666666666666,208652,21884,208652,,148,1,1658604,102312,740068,252580,1805768,28,0,1203112,372308,187308,23492,6092764,7552,7552
"15,38462",0.0,25.5,0.5,208652,21884,208652,,148,1,1649060,102320,740032,252608,1811552,36,0,1207844,372236,187808,23876,6086808,7584,7584
"83,33333",0.0,12.5,1.0,208652,21884,208652,,148,1,1648492,102328,740036,252612,1805672,4,0,1201964,372236,187952,23692,6078844,7584,7584
"5,11509",0.0,17.5,1.0,208652,21884,208652,,148,1,1652684,102336,740036,252604,1803752,28,0,1200552,372292,187988,23640,6090292,7584,7584
"19,51220",0.0,3.0,1.0,208652,21884,208652,,148,1,1670848,102344,740040,252612,1800932,28,0,1198988,372376,187276,23732,6088304,7584,7584
"6,53595",0.0,2.5,1.0,208652,21884,208652,,148,1,1653992,102352,740040,252620,1805864,28,0,1202332,372292,187048,23648,6080388,7584,7584
"9,92556",0.0,3.25,1.0,208652,21884,208652,,148,1,1665312,102360,740044,252628,1807436,28,0,1204232,372208,187752,23564,6089692,7552,7552
"5,05051",0.0,4.5,1.0,208652,21884,208652,,148,1,1658132,102368,740044,252636,1805628,28,0,1202508,372208,187104,23444,6074220,7584,7584
"250,00000",0.0,4.0,1.0,208652,21884,208652,,148,1,1658988,102376,740048,252644,1804396,28,0,1202984,371536,186948,23700,6093140,7552,7552
"6,34921",0.0,13.5,0.5,208652,21884,208652,,148,1,1656068,102384,740048,252652,1809480,28,0,1206020,372164,187720,23464,6083120,7584,7584
"4,40044",0.0,3.5,1.0,208652,21884,208652,,148,1,1639476,102392,740052,252660,1811484,28,0,1208480,371452,187364,23568,6084456,7584,7584
"4,23729",0.0,3.0,1.0,208652,21884,208652,,148,1,1657760,102400,740052,252668,1816024,28,0,1213396,372292,187056,23760,6084544,7552,7552
"18,34862",0.0,3.5,0.5,208652,21884,208652,,148,1,1628932,102408,740056,252676,1829004,28,0,1226716,371116,186732,23620,6097000,7552,7552
"3,18471",0.0,26.0,1.0,208652,21884,208652,,148,1,1629856,102416,740060,252684,1827196,32,0,1223132,371620,187120,23876,6108960,7584,7584
"45,45455",0.0,31.5,1.0,208652,21884,208652,,148,1,1632484,102424,740064,252692,1829956,32,0,1227072,372292,187044,23652,6117612,7584,7584
"4,61894",0.0,28.0,1.0,208652,21884,208652,,148,1,1628180,102432,740064,252700,1830384,32,0,1227168,372208,187120,23640,6104696,7584,7584
"17,62115",0.0,13.25,0.75,208652,21884,208652,,148,1,1637628,102440,740068,252708,1826220,32,0,1222816,372124,187212,23808,6112672,7584,7584
"6,34921",0.0,24.0,1.0,208652,21884,208652,,148,1,1633620,102448,740068,252716,1828900,36,0,1226008,372292,186772,23644,6113568,7584,7584
"8,52878",0.0,39.75,1.25,208652,21884,208652,,148,1,1654236,102456,740072,252724,1813340,28,0,1210272,371452,187684,23512,6080024,7552,7552
"4,69484",0.0,14.5,1.0,208652,21884,208652,,148,1,1642244,102464,740072,252732,1823784,28,0,1221404,372460,187376,23624,6098336,7584,7584
"500,00000",0.0,2.0,1.0,208652,21884,208652,,148,1,1627344,102464,740072,252732,1825240,28,0,1222252,372292,186952,23564,6086604,7552,7552
"6,45161",0.0,4.0,0.5,208652,21884,208652,,148,1,1653824,102472,740076,252740,1817880,24,0,1214848,372208,187580,23524,6096216,7584,7584
"4,28725",0.0,20.5,0.75,208652,21884,208652,,148,1,1657700,102480,740076,252748,1807492,28,0,1204924,372292,187108,23616,6086844,7584,7584
"4,25532",0.0,0.6666666666666666,0.6666666666666666,208652,21884,208652,,148,1,1655700,102488,740080,252756,1809136,4,0,1205484,372124,186840,23664,6093932,7552,7552
"14,49275",0.0,24.5,1.0,208652,21884,208652,,148,1,1652252,102496,740148,252832,1815768,0,0,1213048,372360,186964,23724,6115736,7584,7584
